,Time,Interface,Rho,Pressure,Velocity,Temperature,Mass Flow Rate
336,8.484848484848484,INTER1,27.859046892685605 kg/m^3,2413166.0242984416 kg/ms^2,87.38269033647558 m/s,293.1500014282036 K,0.07709549441771749 kg/s
337,8.484848484848484,INTER2,23.72621352075206 kg/m^3,2056170.4754928148 kg/ms^2,102.60450066062094 m/s,293.14992113767636 K,0.07709605886359984 kg/s
338,8.484848484848484,INTER3,23.660704849739506 kg/m^3,2049383.3916699288 kg/ms^2,105.6877743132313 m/s,292.9964760712455 K,0.07919354101122367 kg/s
339,8.484848484848484,INTER4,7.938940769296154 kg/m^3,693799.7892071835 kg/ms^2,310.9736655905094 m/s,294.874021319838 K,0.07818501190650935 kg/s
340,8.585858585858587,INTER1,27.85904689186497 kg/m^3,2413166.0241789063 kg/ms^2,87.39379994130918 m/s,293.1500014226181 K,0.07710529613331658 kg/s
341,8.585858585858587,INTER2,23.72516654966512 kg/m^3,2056080.056970438 kg/ms^2,102.62206049974779 m/s,293.1499274386054 K,0.07710585054740389 kg/s
342,8.585858585858587,INTER3,23.660626149496775 kg/m^3,2049333.5320300616 kg/ms^2,105.69136905471349 m/s,292.9906112500338 K,0.07919597118601991 kg/s
343,8.585858585858587,INTER4,7.937490821027752 kg/m^3,693774.0787938677 kg/ms^2,311.0392719796895 m/s,294.91618369019307 K,0.07818722414018488 kg/s
344,8.686868686868687,INTER1,27.859046891045683 kg/m^3,2413166.0240596267 kg/ms^2,87.40508261654782 m/s,293.1500014170486 K,0.07711525054447436 kg/s
345,8.686868686868687,INTER2,23.724103128557147 kg/m^3,2055988.218552444 kg/ms^2,102.63989612733772 m/s,293.1499339446386 K,0.07711579480212008 kg/s
346,8.686868686868687,INTER3,23.660535124104793 kg/m^3,2049282.1950069391 kg/ms^2,105.69499066466076 m/s,292.9846901347783 K,0.07919838022003778 kg/s
347,8.686868686868687,INTER4,7.936028895943145 kg/m^3,693748.4094148789 kg/ms^2,311.1051491717512 m/s,294.95881620017184 K,0.07818938040807648 kg/s
348,8.787878787878787,INTER1,27.859046888859364 kg/m^3,2413166.0237108166 kg/ms^2,87.43821998448038 m/s,293.15000139868505 K,0.07714448678365914 kg/s
349,8.787878787878787,INTER2,23.720950744896662 kg/m^3,2055716.0930578632 kg/ms^2,102.69273566458075 m/s,293.1499693326103 K,0.07714524222535789 kg/s
350,8.787878787878787,INTER3,23.66023447704662 kg/m^3,2049127.600994073 kg/ms^2,105.6689388162175 m/s,292.967171355802 K,0.0791778531918948 kg/s
351,8.787878787878787,INTER4,7.935923887365701 kg/m^3,693673.5453466419 kg/ms^2,311.03876880036 m/s,294.9313400904799 K,0.07817166280202588 kg/s
352,8.88888888888889,INTER1,27.85904688805549 kg/m^3,2413166.023601821 kg/ms^2,87.4496550271547 m/s,293.1500013941431 K,0.07715457562471689 kg/s
353,8.88888888888889,INTER2,23.719872560853577 kg/m^3,2055622.9782312228 kg/ms^2,102.71081872443355 m/s,293.14997574216846 K,0.07715531956689661 kg/s
354,8.88888888888889,INTER3,23.660120756826586 kg/m^3,2049074.213802144 kg/ms^2,105.67268259657841 m/s,292.96123771846015 K,0.07918027783786737 kg/s
355,8.88888888888889,INTER4,7.934463643971844 kg/m^3,693648.3746392061 kg/ms^2,311.1048760169852 m/s,294.97413120004063 K,0.07817389019308187 kg/s
356,8.98989898989899,INTER1,27.859046887252862 kg/m^3,2413166.0234931307 kg/ms^2,87.46125977420755 m/s,293.15000138962375 K,0.07716481419157463 kg/s
357,8.98989898989899,INTER2,23.718778225213754 kg/m^3,2055528.4693055975 kg/ms^2,102.72917255568146 m/s,293.1499823587091 K,0.07716554651816171 kg/s
358,8.98989898989899,INTER3,23.659995023041677 kg/m^3,2049019.3813271157 kg/ms^2,105.67644528106888 m/s,292.9552484588224 K,0.07918267641594179 kg/s
359,8.98989898989899,INTER4,7.932991876977981 kg/m^3,693623.2404111074 kg/ms^2,311.17121271351203 m/s,295.01737460689037 K,0.07817605556273065 kg/s
360,9.09090909090909,INTER1,27.859046886451512 kg/m^3,2413166.023384716 kg/ms^2,87.47303410711503 m/s,293.1500013851234 K,0.07717520237966184 kg/s
361,9.09090909090909,INTER2,23.71766774271104 kg/m^3,2055432.5667227574 kg/ms^2,102.74779707447411 m/s,293.14998918682437 K,0.0771759229752586 kg/s
362,9.09090909090909,INTER3,23.65985728057713 kg/m^3,2048963.1039728308 kg/ms^2,105.68022493394103 m/s,292.94920356405663 K,0.07918504748751265 kg/s
363,9.09090909090909,INTER4,7.931508698753296 kg/m^3,693598.1425530979 kg/ms^2,311.23776870749305 m/s,295.0610666071868 K,0.07817815735616662 kg/s
364,9.191919191919192,INTER1,27.859046885651466 kg/m^3,2413166.023276545 kg/ms^2,87.48497791959888 m/s,293.15000138063806 K,0.07718574009521205 kg/s
365,9.191919191919192,INTER2,23.716541116828555 kg/m^3,2055335.2708159022 kg/ms^2,102.76669221794106 m/s,293.1499962310416 K,0.0771864488451721 kg/s
366,9.191919191919192,INTER3,23.65970753484253 kg/m^3,2048905.3821201988 kg/ms^2,105.68401953838057 m/s,292.9431030118708 K,0.07918738955498357 kg/s
367,9.191919191919192,INTER4,7.930014229269482 kg/m^3,693573.0809014686 kg/ms^2,311.3045333599876 m/s,295.10520319497755 K,0.07818019398126905 kg/s
368,9.292929292929292,INTER1,27.85904688485275 kg/m^3,2413166.0231685843 kg/ms^2,87.49709111762071 m/s,293.15000137616386 K,0.07719642725525765 kg/s
369,9.292929292929292,INTER2,23.71539834979708 kg/m^3,2055236.581809574 kg/ms^2,102.78585794417124 m/s,293.15000349583096 K,0.07719712404573903 kg/s
370,9.292929292929292,INTER3,23.65954579170174 kg/m^3,2048846.2161228973 kg/ms^2,105.68782699584105 m/s,292.93694677075183 K,0.0791897010610437 kg/s
371,9.292929292929292,INTER4,7.928508596208471 kg/m^3,693548.0552408826 kg/ms^2,311.3714955666576 m/s,295.1497800588178 K,0.07818216380766238 kg/s
372,9.393939393939394,INTER1,27.85904687861701 kg/m^3,2413166.0237477184 kg/ms^2,87.5307202780921 m/s,293.15000150443177 K,0.07722609737907984 kg/s
373,9.393939393939394,INTER2,23.71219430937964 kg/m^3,2054959.5525098534 kg/ms^2,102.8395598898464 m/s,293.149979126904 K,0.07722702171653033 kg/s
374,9.393939393939394,INTER3,23.65906792158739 kg/m^3,2048677.6921462682 kg/ms^2,105.66111525710205 m/s,292.91961325632036 K,0.07916808745684485 kg/s
375,9.393939393939394,INTER4,7.928556561608992 kg/m^3,693478.9439227433 kg/ms^2,311.2954168388753 m/s,295.1190944275684 K,0.0781635340916115 kg/s
376,9.494949494949495,INTER1,27.85904687785439 kg/m^3,2413166.02364733 kg/ms^2,87.54296393653249 m/s,293.1500015004687 K,0.0772368996410848 kg/s
377,9.494949494949495,INTER2,23.711038788620346 kg/m^3,2054859.76319411 kg/ms^2,102.8589393424028 m/s,293.1499866321643 K,0.07723781058616933 kg/s
378,9.494949494949495,INTER3,23.65888530069392 kg/m^3,2048616.6798004312 kg/ms^2,105.66503444491279 m/s,292.91345069493593 K,0.07917041285425024 kg/s
379,9.494949494949495,INTER4,7.927054517558632 kg/m^3,693454.3971406311 kg/ms^2,311.3625303833678 m/s,295.163751550568 K,0.07816557464371404 kg/s
380,9.595959595959595,INTER1,27.85904687709289 kg/m^3,2413166.023547216 kg/ms^2,87.55537368851849 m/s,293.1500014965261 K,0.07724784844314457 kg/s
381,9.595959595959595,INTER2,23.709867418325928 kg/m^3,2054758.605961457 kg/ms^2,102.87858447600122 m/s,293.1499943563952 K,0.0772487458911673 kg/s
382,9.595959595959595,INTER3,23.65869100074794 kg/m^3,2048554.2555490592 kg/ms^2,105.66895757584463 m/s,292.90723305605013 K,0.07917270207731386 kg/s
383,9.595959595959595,INTER4,7.925541870843813 kg/m^3,693429.8813666359 kg/ms^2,311.4297941185772 m/s,295.2088268772277 K,0.0781675419368029 kg/s
384,9.696969696969697,INTER1,27.859046876332542 kg/m^3,2413166.023447339 kg/ms^2,87.56794945528966 m/s,293.15000149259924 K,0.07725894371577091 kg/s
385,9.696969696969697,INTER2,23.708680199144233 kg/m^3,2054656.0808949734 kg/ms^2,102.89849527539953 m/s,293.15000230343605 K,0.07725982756304149 kg/s
386,9.696969696969697,INTER3,23.65848502670799 kg/m^3,2048490.4196210438 kg/ms^2,105.6728823769207 m/s,292.9009603015771 K,0.07917495343518575 kg/s
387,9.696969696969697,INTER4,7.9240187760564735 kg/m^3,693405.3963816089 kg/ms^2,311.49719562528367 m/s,295.25431508507563 K,0.07816943428999464 kg/s
388,9.797979797979798,INTER1,27.85904687557338 kg/m^3,2413166.0233476586 kg/ms^2,87.58069116897993 m/s,293.15000148868313 K,0.07727018539908745 kg/s
389,9.797979797979798,INTER2,23.70747713059973 kg/m^3,2054552.1879797555 kg/ms^2,102.91867174417962 m/s,293.15001047700497 K,0.0772710555429845 kg/s
390,9.797979797979798,INTER3,23.658267383901798 kg/m^3,2048425.1722184813 kg/ms^2,105.67680649937645 m/s,292.8946323852755 K,0.07917716518152494 kg/s
391,9.797979797979798,INTER4,7.922485395454861 kg/m^3,693380.9419212741 kg/ms^2,311.564722029471 m/s,295.30021054757117 K,0.07817124998737436 kg/s
392,9.8989898989899,INTER1,27.85904687481544 kg/m^3,2413166.023248132 kg/ms^2,87.59359877042434 m/s,293.1500014847726 K,0.07728157344089454 kg/s
393,9.8989898989899,INTER2,23.70625821129732 kg/m^3,2054446.927120819 kg/ms^2,102.93911390130299 m/s,293.15001888073857 K,0.07728242977993567 kg/s
394,9.8989898989899,INTER3,23.658038078018947 kg/m^3,2048358.513525096 kg/ms^2,105.68072752226765 m/s,292.88824925398245 K,0.07917933551718925 kg/s
395,9.8989898989899,INTER4,7.92094189911812 kg/m^3,693356.5176822542 kg/ms^2,311.63236001071226 m/s,295.3465073302831 K,0.07817298728186535 kg/s
396,10.0,INTER1,27.859046872494933 kg/m^3,2413166.0231721685 kg/ms^2,87.62747817426555 m/s,293.150001499053 K,0.07731146435882429 kg/s
397,10.0,INTER2,23.703025471624056 kg/m^3,2054167.9128189867 kg/ms^2,102.99329382495524 m/s,293.1500618224996 K,0.07731256154405586 kg/s
398,10.0,INTER3,23.657410591984945 kg/m^3,2048179.6812265394 kg/ms^2,105.65329093881594 m/s,292.87126857707545 K,0.07915667962186745 kg/s
399,10.0,INTER4,7.921155695664616 kg/m^3,693292.628299306 kg/ms^2,311.5462405783473 m/s,295.3119048994825 K,0.07815349362728315 kg/s
